pdb_id,pdb_path,chain1,chain2,lig_code,lig_smiles,lig_resi
7ghn-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7ghn-a.pdb,A,A,LIG,CC(C)(C)c1ccc(N(C(=O)c2ccco2)[C@@H](C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,403
7ghn-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7ghn-b.pdb,B,B,LIG,CC(C)(C)c1ccc(N(C(=O)c2ccco2)[C@@H](C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,403
7ggr-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7ggr-a.pdb,A,A,LIG,O=C1C[C@@](O)(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2N1,404
7geb-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7geb-a.pdb,A,A,LIG,CC(=O)N1CCN(CC(=O)Nc2cnccc2C)CC1,404
7gfv-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gfv-a.pdb,A,A,LIG,CC(=O)N1CCN(Cc2cc(O)cc(Cl)c2)CC1,404
7gfn-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gfn-a.pdb,A,A,LIG,CN(C)c1ccc(N(Cc2ccn[nH]2)C(=O)Cn2nnc3ccccc32)cc1,404
7ggz-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7ggz-a.pdb,A,A,LIG,CC(=O)N1CCN(CC(=O)Nc2cnccc2C2CC2)CC1,404
7ghw-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7ghw-a.pdb,A,A,LIG,O=C1C[C@H](NC(=O)[C@@H]2CCOc3ccc(Cl)cc32)CCN1,404
7ghw-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7ghw-b.pdb,B,B,LIG,O=C1C[C@H](NC(=O)[C@@H]2CCOc3ccc(Cl)cc32)CCN1,404
5rf1-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rf1-a.pdb,A,A,LIG,NS(=O)(=O)c1ccc(Br)cc1,404
5re6-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5re6-a.pdb,A,A,LIG,CC(=O)Nc1ccc(Oc2ncccn2)cc1,404
7gcn-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gcn-a.pdb,A,A,LIG,Cc1ccncc1NC(=O)Cn1ccc2ccc(Cl)cc21,405
7gdz-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gdz-a.pdb,A,A,LIG,COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,404
7gh6-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gh6-a.pdb,A,A,LIG,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2ccccc12,1001
5r81-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5r81-a.pdb,A,A,LIG,CN1CCCc2ccc(S(N)(=O)=O)cc21,1001
7gaz-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gaz-a.pdb,A,A,LIG,CS(=O)(=O)NCCN1CCCc2ccc(S(N)(=O)=O)cc21,1001
5rh6-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rh6-a.pdb,A,A,LIG,CCC(=O)N(c1ccc(C(C)C)nc1)[C@@H](C(=O)Nc1c(C)cccc1CC)c1cccnc1,405
7gmd-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gmd-a.pdb,A,A,LIG,O=C(N[C@@H](C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)[C@@H]1CC[C@H](C(=O)N2CCCC2)O1,408
7ge6-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7ge6-a.pdb,A,A,LIG,Cc1cc(C)cc(CC(=O)Nc2nncn2C)c1,405
7gni-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gni-a.pdb,A,A,LIG,CNC(=O)CN1C[C@]2(CCN(c3cncc4ccc(Cl)cc34)C2=O)c2cc(Cl)ccc2C1=O,408
7gni-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gni-b.pdb,B,B,LIG,CNC(=O)CN1C[C@]2(CCN(c3cncc4ccc(Cl)cc34)C2=O)c2cc(Cl)ccc2C1=O,404
7gmm-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gmm-a.pdb,A,A,LIG,CNC(=O)c1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,408
7gmm-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gmm-b.pdb,B,B,LIG,CNC(=O)c1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,405
7gnr-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gnr-a.pdb,A,A,LIG,CNC(=O)C1(N2C[C@]3(CCN(c4cncc5ccccc45)C3=O)c3cc(Cl)ccc3C2=O)CC1,408
7gnr-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gnr-b.pdb,B,B,LIG,CNC(=O)C1(N2C[C@]3(CCN(c4cncc5ccccc45)C3=O)c3cc(Cl)ccc3C2=O)CC1,404
7gb6-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gb6-a.pdb,A,A,LIG,O=C(Nc1cccnc1)N(CCC1CCCCC1)c1cccc(Cl)c1,405
5rec-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rec-a.pdb,A,A,LIG,Oc1ccccc1CNc1nc2ccccc2[nH]1,404
7gnk-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gnk-a.pdb,A,A,LIG,O=C(CN1Cc2ccc(Cl)cc2[C@@]2(CCN(c3cncc4ccccc34)C2=O)C1)NCC1CC1,407
7gnk-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gnk-b.pdb,B,B,LIG,O=C(CN1Cc2ccc(Cl)cc2[C@@]2(CCN(c3cncc4ccccc34)C2=O)C1)NCC1CC1,404
5rfh-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rfh-a.pdb,A,A,LIG,CC(=O)N1CCN(Cc2ccc(Cl)s2)CC1,404
5rff-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rff-a.pdb,A,A,LIG,CC(=O)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,404
5rgr-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rgr-a.pdb,A,A,LIG,CC(C)N(C)c1ncnc2c1cnn2C,403
5rgr-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rgr-b.pdb,A,A,LIG,CC(C)N(C)c1ncnc2c1cnn2C,404
5rgm-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rgm-a.pdb,A,A,LIG,CC(=O)NNC(=O)c1cc2c(s1)CCCC2,404
7gkk-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gkk-a.pdb,A,A,LIG,CC(C)(C)Oc1ccncc1NC(=O)Cc1cccc(Cl)c1,408
7gkk-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gkk-b.pdb,B,B,LIG,CC(C)(C)Oc1ccncc1NC(=O)Cc1cccc(Cl)c1,403
5rfq-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rfq-a.pdb,A,A,LIG,CC(=O)Nc1cccc(N2CCCC2=O)c1,404
5rgv-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rgv-a.pdb,A,A,LIG,O=C(Cc1cncc2ccccc12)Nc1ccccc1,1001
7ghk-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7ghk-a.pdb,A,A,LIG,CNCc1c[nH]c2ccc(F)cc12,1001
7ge0-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7ge0-a.pdb,A,A,LIG,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2cccc(F)c12,404
7gfh-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gfh-a.pdb,A,A,LIG,O=C(Cc1cccc(Cl)c1)Nc1cncc2nc[nH]c12,404
7gld-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gld-a.pdb,A,A,LIG,N#CCNC(=O)CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,406
7gek-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gek-a.pdb,A,A,LIG,Cn1cncc1NC(=O)Cc1cccc(Cl)c1,404
7gmp-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gmp-a.pdb,A,A,LIG,CN(C)c1ccc2c(NC(=O)Cc3cccc(Cl)c3)cncc2c1,407
7gfw-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gfw-a.pdb,A,A,LIG,O=C/C(=C/c1ccc(N2CCOCC2)s1)NC(=O)c1cccs1,404
7gg1-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gg1-a.pdb,A,A,LIG,COc1ccccc1OC1CN(C(=O)c2cc(=O)[nH]c3ccccc23)C1,404
7gf5-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gf5-a.pdb,A,A,LIG,CCCCOc1ccc(Cl)cc1CC(=O)Nc1cnccc1C,404
7gcd-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gcd-a.pdb,A,A,LIG,Cc1ccncc1NC(=O)C[C@H]1C[C@@H]2C[C@@H]2C1,405
7ge9-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7ge9-a.pdb,A,A,LIG,Cc1ccncc1NC(=O)Cc1cccc(Br)c1,404
7gbh-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gbh-a.pdb,A,A,LIG,Cc1ccnc(C)c1NC(=O)Cc1cccc(Cl)c1,404
7gfi-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gfi-a.pdb,A,A,LIG,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NS(N)(=O)=O)c1,404
5rek-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rek-a.pdb,A,A,LIG,CC(=O)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1,404
5rfw-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rfw-a.pdb,A,A,LIG,CC(=O)N1CCN(Cc2cccs2)CC1,405
7gcm-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gcm-a.pdb,A,A,LIG,CC(=O)N1Cc2ccccc2[C@@H](c2cccc(C#N)c2)C1,403
7gbq-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gbq-a.pdb,A,A,LIG,Cc1ccncc1NC(=O)C(F)(F)c1cccc(Cl)c1,404
7gid-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gid-a.pdb,A,A,LIG,O=C(Cc1ccccc1)Nc1cncc2ccccc12,404
7gid-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gid-b.pdb,B,B,LIG,O=C(Cc1ccccc1)Nc1cncc2ccccc12,403
7gbk-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gbk-a.pdb,A,A,LIG,Cc1ccncc1NC(=O)Cc1cccc(O)c1,1001
7gjp-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gjp-a.pdb,A,A,LIG,CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2cc(F)c(Cl)cc21,404
7gcw-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gcw-a.pdb,A,A,LIG,O=C(Nc1cccnc1)NC1(Cc2ccccc2)CCOCC1,404
7gfj-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gfj-a.pdb,A,A,LIG,COc1ccc2nnn(CC(=O)N(Cc3ccccn3)c3ccc(C4CCNCC4)cc3)c2c1,404
7gdr-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gdr-a.pdb,A,A,LIG,Cc1cccc(COC(=O)c2cccc3c2NC(=O)[C@@H]3O)c1,406
7gcv-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gcv-a.pdb,A,A,LIG,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O[C@@H]2CC(=O)N2)c1,404
7gbz-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gbz-a.pdb,A,A,LIG,Cc1ccncc1NC(=O)C[C@H](C)C(C)C,405
7gew-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gew-a.pdb,A,A,LIG,O=C(Cc1cccc(Cl)c1)Nc1cncc2cccnc12,404
7gfk-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gfk-a.pdb,A,A,LIG,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@H]2CCC[C@@H]2O)c1,404
7ggp-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7ggp-a.pdb,A,A,LIG,O=C1N[C@]2(CCOc3ccc(Cl)cc32)C(=O)N1c1cncc2ccccc12,404
5rg3-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rg3-a.pdb,A,A,LIG,C=CCNC(=O)[C@H](CC(N)=O)NC(C)=O,405
7gfl-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gfl-a.pdb,A,A,LIG,O=C(Cc1cccc(Cl)c1)Nn1nnc2ccccc21,404
5r82-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5r82-a.pdb,A,A,LIG,CCNc1ccc(C#N)cn1,1001
7gdp-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gdp-a.pdb,A,A,LIG,O=C(Nc1nncn1C1CC1)[C@@H]1COc2ccc(Cl)cc21,405
7glu-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7glu-a.pdb,A,A,LIG,CS(=O)(=O)NCc1ccc(Cl)cc1CC(=O)Nc1cncc2ccccc12,408
7glu-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7glu-b.pdb,B,B,LIG,CS(=O)(=O)NCc1ccc(Cl)cc1CC(=O)Nc1cncc2ccccc12,404
5rh5-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rh5-a.pdb,A,A,LIG,CCC(=O)N(c1cc(C(C)(C)C)on1)[C@@H](C(=O)Nc1ccc(OC)cc1C)c1cccnc1,1001
7gf0-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gf0-a.pdb,A,A,LIG,O=C(Cc1cccc(Cl)c1)Nc1cncc2cnccc12,404
7gl0-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gl0-a.pdb,A,A,LIG,O=C(N[C@@H](C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1)[C@@H]1CC[C@H](C(=O)N2CCCC2)O1,407
7ghc-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7ghc-a.pdb,A,A,LIG,Cc1ccncc1NC(=O)CNC(=O)Cc1cccnc1,1001
7gn1-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gn1-a.pdb,A,A,LIG,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3[C@@]3(CCN(c4cncc5ccccc45)C3=O)C2)CC1,407
7gm5-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gm5-a.pdb,A,A,LIG,O=C(Nc1cncc2ccccc12)[C@@H]1CN(S(=O)(=O)NC2CC2)Cc2ccc(Cl)cc21,407
7gm5-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gm5-b.pdb,B,B,LIG,O=C(Nc1cncc2ccccc12)[C@@H]1CN(S(=O)(=O)NC2CC2)Cc2ccc(Cl)cc21,404
7gjd-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gjd-a.pdb,A,A,LIG,N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,404
7gjd-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gjd-b.pdb,B,B,LIG,N[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,403
7giu-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7giu-a.pdb,A,A,LIG,O=C(Nc1cncc2ccccc12)[C@@H]1CCOc2cc(F)c(Cl)cc21,404
7giu-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7giu-b.pdb,B,B,LIG,O=C(Nc1cncc2ccccc12)[C@@H]1CCOc2cc(F)c(Cl)cc21,404
7gih-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gih-a.pdb,A,A,LIG,O=C(Cc1cc(F)cc(F)c1)Nc1cncc2ccccc12,404
7gih-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gih-b.pdb,B,B,LIG,O=C(Cc1cc(F)cc(F)c1)Nc1cncc2ccccc12,403
7gki-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gki-a.pdb,A,A,LIG,Cc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1,407
5rh7-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rh7-a.pdb,A,A,LIG,CCC(=O)N(c1cc(C(C)(C)C)[nH]n1)[C@@H](C(=O)Nc1c(C)cccc1CC)c1cccnc1,405
7gjm-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gjm-a.pdb,A,A,LIG,C[C@H]1COc2ccc(Cl)cc2[C@@H]1C(=O)Nc1cncc2ccccc12,404
7giq-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7giq-a.pdb,A,A,LIG,CS(=O)(=O)c1ccc2cncc(NC(=O)[C@@H]3CCOc4ccc(Cl)cc43)c2c1,404
7giq-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7giq-b.pdb,B,B,LIG,CS(=O)(=O)c1ccc2cncc(NC(=O)[C@@H]3CCOc4ccc(Cl)cc43)c2c1,403
7gm1-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gm1-a.pdb,A,A,LIG,CNC(=O)CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccc(NS(C)(=O)=O)cc23)C1,407
7gfo-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gfo-a.pdb,A,A,LIG,CNC(=O)Nc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1,404
7gkr-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gkr-a.pdb,A,A,LIG,CN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,408
7gkr-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gkr-b.pdb,B,B,LIG,CN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,403
7gfu-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gfu-a.pdb,A,A,LIG,O=C(Cc1cc(Cl)cc2ccoc12)Nc1cncc2ccccc12,404
5rf0-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rf0-a.pdb,A,A,LIG,OCC1(c2ccccn2)CCCC1,404
7gjv-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gjv-a.pdb,A,A,LIG,CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2c(F)cc(F)cc21,404
7gjv-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gjv-b.pdb,B,B,LIG,CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2c(F)cc(F)cc21,403
5rh8-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rh8-a.pdb,A,A,LIG,N#CCOc1ccccc1C(=O)NCc1cnsc1,405
7gfp-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gfp-a.pdb,A,A,LIG,CC(=O)NCc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,404
5rh1-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rh1-a.pdb,A,A,LIG,O=C(Cc1ccc(Cl)s1)Nc1cccnc1,1001
5rf8-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rf8-a.pdb,A,A,LIG,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,404
7glw-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7glw-a.pdb,A,A,LIG,C[C@@]1(C(=O)Nc2cncc3ccccc23)CNS(=O)(=O)c2ccc(Cl)cc21,409
7glw-b.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7glw-b.pdb,B,B,LIG,C[C@@]1(C(=O)Nc2cncc3ccccc23)CNS(=O)(=O)c2ccc(Cl)cc21,404
5rf9-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rf9-a.pdb,A,A,LIG,C[C@H]1CN(C(=O)Cn2cccn2)CCO1,404
5rh9-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rh9-a.pdb,A,A,LIG,CCC(=O)N(c1ccc([C@H](C)OC)cc1)[C@@H](C(=O)Nc1ccc(OC)cc1C)c1cccnc1,405
7gfq-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gfq-a.pdb,A,A,LIG,Cc1ccncc1NC(=O)[C@@H]1CCOc2ccc(Cl)cc21,404
5rer-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rer-a.pdb,A,A,LIG,CC(=O)N1CCO[C@@H](c2ccc(F)cc2)C1,404
7gfr-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gfr-a.pdb,A,A,LIG,O=C(Cc1cc(Cl)ccn1)Nc1cncc2ccccc12,404
5rg1-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/5rg1-a.pdb,A,A,LIG,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC#CBr,404
7gfs-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gfs-a.pdb,A,A,LIG,O=C(c1cncc2ccccc12)N1CCN(c2ccccc2)CC1,404
7gd1-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gd1-a.pdb,A,A,LIG,COc1ccc(Br)cc1[C@@H](N)C(=O)Nc1cnccc1C,404
7gl6-a.pdb,/Users/hannah/Documents/Study/DPhil/Y1/Rotation 1/CoV-Mpro/SARS_Mpro/7gl6-a.pdb,A,A,LIG,O=C1N(c2cncc3ccccc23)CC[C@@]1(O)c1cccc(Cl)c1,408
